,Timestamp,SourceIPOuter,DestinationIPOuter,SourceIPInner,DestinationIPInner,PacketSize,SeqNum,location,type,delay,IAT
180,1738425724.6695056,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,91,gnb,request,,1.52587890625e-05
181,1738425724.6701913,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,91,gnb,response,,0.0
182,1738425724.6895,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,92,gnb,request,,0.019994497299194336
183,1738425724.6901627,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,92,gnb,response,,0.019971370697021484
184,1738425724.7093484,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,93,gnb,request,,0.019848346710205078
185,1738425724.710032,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,93,gnb,response,,0.019869327545166016
186,1738425724.7093532,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,94,gnb,request,,4.76837158203125e-06
187,1738425724.7100422,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,94,gnb,response,,1.0251998901367188e-05
188,1738425724.7293613,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,95,gnb,request,,0.020008087158203125
189,1738425724.730024,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,95,gnb,response,,0.019981861114501953
190,1738425724.7495372,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,96,gnb,request,,0.020175933837890625
191,1738425724.7502327,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,96,gnb,response,,0.02020859718322754
192,1738425724.74955,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,97,gnb,request,,1.2874603271484375e-05
193,1738425724.7502332,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,97,gnb,response,,4.76837158203125e-07
194,1738425724.7693577,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,98,gnb,request,,0.01980757713317871
195,1738425724.7700288,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,98,gnb,response,,0.019795656204223633
196,1738425724.7893386,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,99,gnb,request,,0.019980907440185547
197,1738425724.7900279,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,99,gnb,response,,0.019999027252197266
198,1738425724.7893443,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,100,gnb,request,,5.7220458984375e-06
199,1738425724.7900481,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,100,gnb,response,,2.0265579223632812e-05
200,1738425724.809234,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,101,gnb,request,,0.01988959312438965
201,1738425724.8099694,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,101,gnb,response,,0.019921302795410156
202,1738425724.8295453,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,102,gnb,request,,0.020311355590820312
203,1738425724.830129,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,102,gnb,response,,0.020159482955932617
204,1738425724.8295572,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,103,gnb,request,,1.1920928955078125e-05
205,1738425724.8301501,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,103,gnb,response,,2.1219253540039062e-05
206,1738425724.849517,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,104,gnb,request,,0.01995992660522461
207,1738425724.850059,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,104,gnb,response,,0.019908905029296875
208,1738425724.8693588,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,105,gnb,request,,0.019841670989990234
209,1738425724.8699536,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,105,gnb,response,,0.01989459991455078
210,1738425724.8693647,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,106,gnb,request,,5.9604644775390625e-06
211,1738425724.8699732,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,106,gnb,response,,1.9550323486328125e-05
212,1738425724.8893983,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,107,gnb,request,,0.020033597946166992
213,1738425724.8901012,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,107,gnb,response,,0.02012801170349121
